restaurant_id,restaurant_name,city,locality,restaurant_type,cuisines,distance_from_city_center_km,opening_time,closing_time,days_operational,swiggy_rating,swiggy_total_reviews,zomato_rating,zomato_total_reviews,average_rating_both_platforms,avg_cost_per_person_inr,price_category,swiggy_delivery_fee_inr,zomato_delivery_fee_inr,swiggy_avg_delivery_time_minutes,zomato_avg_delivery_time_minutes,swiggy_platform_commission_pct,zomato_platform_commission_pct,swiggy_discount_frequency_pct,zomato_discount_frequency_pct,swiggy_estimated_monthly_orders,zomato_estimated_monthly_orders,swiggy_estimated_monthly_revenue_inr,zomato_estimated_monthly_revenue_inr,swiggy_estimated_net_profit_inr,zomato_estimated_net_profit_inr,swiggy_market_share_pct,zomato_market_share_pct,platform_performance_better,amenities,amenities_count,has_own_website,has_own_app,food_license_verified,listing_date,days_listed
REST000070,Restaurant_70,Mumbai,Mumbai_Locality_2,Food Truck,Korean,10.2,08:00,22:00,2205,4.4,3879,4.1,833,4.25,431,Mid-Range,71,71,51,45,19.0,23.0,25,25,137,128,47828,42479,42964,37935,64.0,36.0,Swiggy Better,Live Music; Rooftop; WiFi; Parking; Private Room; Dine-in; Takeaway; Smoking Area,8,True,True,True,2021-08-08,1741
REST000071,Restaurant_71,Mumbai,Mumbai_Locality_10,Fine Dine,Mediterranean; Fast Food,13.2,09:00,22:00,67,4.3,3732,3.8,4460,4.05,1223,Luxury,86,86,39,51,15.0,13.0,13,10,130,115,135141,122361,129551,117416,53.0,47.0,Swiggy Better,Bar; Family Friendly; Dessert Bar; WiFi,4,True,True,False,2018-01-10,3047
REST000072,Restaurant_72,Mumbai,Mumbai_Locality_6,QSR (Quick Service),Korean; Bakery,9.4,10:00,23:00,2646,3.8,791,4.0,1523,3.9,437,Mid-Range,67,67,32,45,19.0,20.0,9,20,232,245,82121,85652,74349,77444,45.0,55.0,Zomato Better,Vegan Options; Bar; Smoking Area; Dine-in; WiFi,5,False,True,True,2025-08-04,284
REST000073,Restaurant_73,Mumbai,Mumbai_Locality_17,Cloud Kitchen,Seafood,13.9,09:00,22:00,2911,3.4,3020,3.3,1819,3.35,598,Mid-Range,89,89,58,51,28.0,24.0,13,12,285,276,122709,125436,110027,113154,64.0,36.0,Zomato Better,Rooftop; Dessert Bar; Live Music; Smoking Area; Private Room; Vegan Options; Takeaway,7,False,False,True,2025-05-31,349
REST000074,Restaurant_74,Mumbai,Mumbai_Locality_19,Fine Dine,Japanese; Bakery,8.3,09:00,23:00,703,4.2,4787,4.2,4014,4.2,336,Mid-Range,61,61,45,38,13.0,14.0,11,24,138,138,40340,39876,36131,35667,41.0,59.0,Swiggy Better,Rooftop; WiFi; Bar; Dine-in; AC; Private Room; Smoking Area; Live Music,8,True,True,False,2021-07-15,1765
REST000075,Restaurant_75,Mumbai,Mumbai_Locality_2,Cafe,Chinese,14.1,10:00,22:00,312,3.9,1119,4.2,3453,4.05,916,Premium,90,90,58,52,22.0,19.0,15,14,146,157,104314,116487,97744,109422,62.0,38.0,Zomato Better,Private Room; Parking; Takeaway; Outdoor Seating; Alcohol; AC; Dessert Bar; Bar,8,True,True,True,2017-10-22,3127
REST000076,Restaurant_76,Mumbai,Mumbai_Locality_14,QSR (Quick Service),Street Food; Japanese,8.2,08:00,22:00,3402,3.8,1554,4.1,934,3.95,215,Budget,60,60,43,36,22.0,17.0,8,12,250,270,41925,48181,34425,40081,60.0,40.0,Zomato Better,Vegan Options; Dine-in; Family Friendly,3,True,True,True,2017-12-25,3063
REST000077,Restaurant_77,Mumbai,Mumbai_Locality_7,Cloud Kitchen,Street Food,11.4,07:00,22:00,3208,3.7,4729,4.0,2622,3.85,1332,Luxury,77,77,41,43,24.0,23.0,15,17,319,345,322930,353845,310648,340563,61.0,39.0,Zomato Better,WiFi; Smoking Area; Dine-in; Alcohol; Vegan Options; Outdoor Seating,6,False,False,False,2025-10-05,222
REST000078,Restaurant_78,Mumbai,Mumbai_Locality_17,Cafe,Biryani,5.1,10:00,22:00,1735,3.9,4416,4.2,3889,4.05,643,Mid-Range,45,45,37,31,22.0,22.0,13,23,173,187,86766,93787,82873,89580,59.0,41.0,Zomato Better,Alcohol; Smoking Area; Outdoor Seating; AC; Live Music; WiFi,6,True,False,True,2019-01-14,2678
REST000079,Restaurant_79,Mumbai,Mumbai_Locality_7,Cloud Kitchen,Pan-Asian,1.2,12:00,22:00,1574,4.2,4823,3.8,4588,4.0,594,Mid-Range,30,30,17,28,28.0,22.0,16,6,306,277,130870,128339,126280,124184,62.0,38.0,Swiggy Better,Rooftop; Family Friendly; Live Music; Bar; Vegan Options; Smoking Area; AC; Dessert Bar,8,False,False,False,2022-01-07,1589
REST000080,Restaurant_80,Mumbai,Mumbai_Locality_9,Food Truck,Lebanese,5.7,10:00,23:00,3645,4.9,3856,4.7,2633,4.8,566,Mid-Range,48,48,32,40,18.0,18.0,28,37,176,169,81685,78436,77461,74380,56.0,44.0,Swiggy Better,Vegan Options; Bar; AC; WiFi; Outdoor Seating; Live Music; Parking,7,True,False,True,2019-11-25,2363
REST000081,Restaurant_81,Mumbai,Mumbai_Locality_11,Cloud Kitchen,Japanese; Biryani,4.2,10:00,23:00,3395,3.4,2895,4.2,1396,3.8,436,Mid-Range,41,41,32,27,25.0,26.0,5,11,298,369,97446,119054,91337,111489,73.0,27.0,Zomato Better,Private Room; Dessert Bar; Dine-in,3,True,False,True,2024-09-29,593
REST000082,Restaurant_82,Mumbai,Mumbai_Locality_17,Fine Dine,Continental,7.1,11:00,23:00,277,4.0,4369,3.9,4529,3.95,992,Premium,55,55,45,39,18.0,12.0,23,7,124,121,100866,105628,97456,102300,44.0,56.0,Zomato Better,Smoking Area; Takeaway; Alcohol,3,True,True,False,2024-02-19,816
REST000083,Restaurant_83,Mumbai,Mumbai_Locality_12,QSR (Quick Service),Desserts; Chinese,14.4,11:00,22:00,1910,4.3,670,4.0,269,4.15,341,Mid-Range,92,92,49,56,21.0,21.0,12,25,244,227,65731,61151,54507,50709,55.0,45.0,Swiggy Better,Dessert Bar; Rooftop; Parking; Vegan Options; Takeaway; Alcohol,6,True,True,False,2023-12-02,895
REST000084,Restaurant_84,Mumbai,Mumbai_Locality_9,QSR (Quick Service),South Indian; Biryani,13.5,12:00,22:00,2338,4.3,138,4.7,1707,4.5,1352,Luxury,87,87,57,59,23.0,19.0,14,27,255,279,265465,305538,254372,293401,61.0,39.0,Zomato Better,Private Room; Smoking Area; AC; Dessert Bar; Alcohol; Parking; Rooftop,7,True,True,False,2020-09-02,2081
REST000085,Restaurant_85,Mumbai,Mumbai_Locality_3,Fine Dine,Italian,5.4,11:00,23:00,3179,4.3,2249,3.9,3700,4.1,1154,Premium,47,47,36,42,13.0,16.0,22,6,185,167,185736,161883,181388,157958,46.0,54.0,Swiggy Better,WiFi; Rooftop; Live Music; Bar; Takeaway; Dessert Bar; Smoking Area,7,True,False,True,2018-04-22,2945
REST000086,Restaurant_86,Mumbai,Mumbai_Locality_4,Cafe,Mediterranean,1.8,10:00,23:00,1292,4.0,725,3.8,1545,3.9,1032,Premium,30,30,22,30,17.0,19.0,12,14,169,161,144758,134583,142223,132168,53.0,47.0,Swiggy Better,Rooftop; Parking; AC; Dine-in; WiFi; Smoking Area; Vegan Options,7,True,True,True,2019-11-16,2372
REST000087,Restaurant_87,Mumbai,Mumbai_Locality_9,Cafe,Mediterranean,4.9,08:00,22:00,2049,4.2,2465,4.3,3976,4.25,307,Mid-Range,44,44,27,44,20.0,21.0,24,13,193,198,47400,48020,43154,43664,59.0,41.0,Zomato Better,WiFi; Dine-in; AC; Parking,4,False,False,False,2021-05-08,1833
REST000088,Restaurant_88,Mumbai,Mumbai_Locality_10,Cloud Kitchen,Lebanese; Continental,5.1,08:00,23:00,2877,3.6,2624,5.0,2397,4.3,1446,Luxury,45,45,28,35,24.0,27.0,11,31,301,418,330786,441232,324014,431827,60.0,40.0,Zomato Better,Smoking Area; Vegan Options; Live Music,3,True,True,False,2018-02-18,3008
REST000089,Restaurant_89,Mumbai,Mumbai_Locality_10,Cafe,Bakery,12.6,10:00,23:00,313,4.2,2079,4.3,1272,4.25,1016,Premium,83,83,50,48,20.0,19.0,23,11,157,161,127609,132496,121094,125815,65.0,35.0,Zomato Better,Bar; Rooftop; Alcohol; Vegan Options; Dessert Bar,5,True,True,True,2017-08-31,3179
REST000090,Restaurant_90,Mumbai,Mumbai_Locality_20,Cafe,Biryani,1.1,12:00,23:00,2672,4.4,3536,3.9,877,4.15,171,Budget,30,30,30,29,20.0,21.0,17,12,216,191,29548,25802,26308,22937,60.0,40.0,Swiggy Better,AC; Family Friendly; Rooftop; Dessert Bar; Vegan Options,5,True,False,False,2026-01-05,130
REST000091,Restaurant_91,Mumbai,Mumbai_Locality_3,Fine Dine,Seafood,2.2,08:00,23:00,3020,3.8,1704,4.4,4278,4.1,1139,Premium,31,31,28,31,15.0,12.0,5,13,161,186,155872,186431,153376,183548,51.0,49.0,Zomato Better,Private Room; Parking; Dessert Bar,3,True,True,True,2017-12-25,3063
REST000092,Restaurant_92,Mumbai,Mumbai_Locality_11,Food Truck,Fast Food,8.6,08:00,23:00,1922,3.8,3550,3.8,3250,3.8,209,Budget,63,63,41,31,20.0,17.0,8,8,115,115,19228,19949,15605,16326,54.0,46.0,Zomato Better,Rooftop; Bar; Smoking Area; Takeaway; Vegan Options,5,True,True,False,2022-03-09,1528
REST000093,Restaurant_93,Mumbai,Mumbai_Locality_16,Casual Dining,Street Food,8.2,09:00,23:00,2647,3.6,2860,3.7,2893,3.65,1087,Premium,60,60,34,35,19.0,21.0,6,15,220,226,193703,194072,187103,187292,51.0,49.0,Zomato Better,Parking; Takeaway; Live Music; WiFi,4,True,True,True,2022-02-06,1559
REST000094,Restaurant_94,Mumbai,Mumbai_Locality_5,Food Truck,Mediterranean,8.8,08:00,23:00,1762,3.6,1429,3.5,4555,3.55,491,Mid-Range,64,64,39,42,20.0,17.0,10,5,107,104,42029,42383,38605,39055,51.0,49.0,Zomato Better,Outdoor Seating; Live Music; AC; Alcohol; Bar; Family Friendly,6,False,False,False,2021-08-17,1732
REST000095,Restaurant_95,Mumbai,Mumbai_Locality_1,Cloud Kitchen,Fast Food,12.0,09:00,22:00,933,3.9,1387,4.5,3756,4.2,1308,Luxury,80,80,48,40,23.0,23.0,13,31,263,304,264883,306176,254363,294016,66.0,34.0,Zomato Better,Private Room; Rooftop; Dine-in; Bar; Family Friendly; Alcohol; Live Music,7,False,True,True,2018-01-13,3044
REST000096,Restaurant_96,Mumbai,Mumbai_Locality_12,QSR (Quick Service),South Indian,13.0,10:00,22:00,386,4.0,4826,3.7,2882,3.85,1399,Luxury,85,85,48,48,18.0,18.0,11,14,189,175,216817,200756,208784,193319,48.0,52.0,Swiggy Better,Alcohol; WiFi; Vegan Options; Smoking Area; Outdoor Seating,5,False,False,False,2023-01-16,1215
REST000097,Restaurant_97,Mumbai,Mumbai_Locality_14,Food Truck,Biryani; Continental,13.8,12:00,22:00,1165,3.9,1208,3.8,2648,3.85,656,Mid-Range,89,89,53,45,20.0,19.0,11,11,108,105,56678,55792,51872,51120,55.0,45.0,Swiggy Better,Takeaway; Dessert Bar; Rooftop; Smoking Area; AC; Alcohol,6,False,False,False,2021-03-10,1892
REST000098,Restaurant_98,Mumbai,Mumbai_Locality_3,QSR (Quick Service),Korean,11.1,12:00,23:00,1907,4.4,3268,3.4,1794,3.9,1029,Premium,75,75,49,41,19.0,20.0,14,14,249,192,207539,158054,198201,150854,51.0,49.0,Swiggy Better,Rooftop; Parking; Dessert Bar; Dine-in; Bar; Takeaway,6,False,True,True,2024-11-23,538
REST000099,Restaurant_99,Mumbai,Mumbai_Locality_14,Cloud Kitchen,Street Food,3.4,08:00,23:00,2850,4.5,2254,4.8,774,4.65,1490,Luxury,37,37,30,33,26.0,22.0,40,29,375,400,413475,464880,406537,457480,68.0,32.0,Zomato Better,Bar; Rooftop; Live Music; AC; Dessert Bar; Takeaway; Vegan Options; Dine-in,8,True,False,True,2025-05-31,349
REST000100,Restaurant_100,Mumbai,Mumbai_Locality_15,Food Truck,Cafe,0.6,09:00,22:00,2879,4.4,1092,4.0,3923,4.2,295,Budget,30,30,26,28,18.0,19.0,19,14,147,133,35559,31780,33354,29785,61.0,39.0,Swiggy Better,Rooftop; Private Room; Smoking Area; Outdoor Seating; Dessert Bar; Bar,6,True,True,True,2019-06-12,2529
REST000101,Restaurant_101,Mumbai,Mumbai_Locality_5,Cloud Kitchen,Pan-Asian; Lebanese,13.8,12:00,23:00,2553,4.1,833,3.9,1156,4.0,402,Mid-Range,89,89,48,49,24.0,23.0,18,15,332,315,101432,97505,86658,83487,74.0,26.0,Swiggy Better,Live Music; Alcohol; Vegan Options,3,False,True,False,2016-10-12,3502
REST000102,Restaurant_102,Mumbai,Mumbai_Locality_13,Casual Dining,Thai; Bakery,4.8,08:00,23:00,253,3.8,4875,4.2,591,4.0,1231,Luxury,44,44,35,34,19.0,19.0,14,23,176,195,175491,194436,171619,190146,45.0,55.0,Zomato Better,Alcohol; Dessert Bar; Outdoor Seating; Family Friendly; Takeaway,5,True,True,False,2026-02-18,86
REST000103,Restaurant_103,Mumbai,Mumbai_Locality_17,Casual Dining,South Indian; Mediterranean,4.7,11:00,23:00,2948,3.6,4405,4.2,4414,3.9,1411,Luxury,43,43,35,36,23.0,23.0,7,20,227,265,246628,287914,241748,282217,41.0,59.0,Zomato Better,Vegan Options; Dessert Bar; Rooftop; Private Room; Bar; Takeaway,6,False,False,True,2018-02-07,3019
REST000104,Restaurant_104,Mumbai,Mumbai_Locality_14,Fine Dine,Cafe,2.2,11:00,22:00,2537,3.8,1448,4.6,988,4.2,175,Budget,31,31,27,21,18.0,15.0,9,25,153,185,21955,27518,19584,24651,42.0,58.0,Zomato Better,Outdoor Seating; Bar; Rooftop; WiFi; Takeaway,5,True,False,False,2017-03-28,3335
REST000105,Restaurant_105,Mumbai,Mumbai_Locality_19,QSR (Quick Service),Thai,9.6,10:00,23:00,2062,4.7,1377,4.3,3022,4.5,472,Mid-Range,68,68,44,46,21.0,18.0,36,10,271,248,101050,95985,91836,87553,56.0,44.0,Swiggy Better,Private Room; Smoking Area; Dine-in,3,True,True,False,2020-12-30,1962
REST000106,Restaurant_106,Mumbai,Mumbai_Locality_2,Cloud Kitchen,Continental,8.5,12:00,23:00,2954,4.0,2630,4.3,2232,4.15,309,Mid-Range,62,62,39,40,22.0,23.0,11,22,337,362,81223,86130,70776,74908,68.0,32.0,Zomato Better,Smoking Area; Family Friendly; WiFi,3,False,False,False,2025-04-27,383
REST000107,Restaurant_107,Mumbai,Mumbai_Locality_19,Fine Dine,Pan-Asian,11.9,11:00,22:00,3059,3.5,4051,4.1,1610,3.8,1269,Luxury,79,79,49,45,14.0,13.0,10,10,148,174,161518,192101,155672,185228,40.0,60.0,Zomato Better,Dine-in; Rooftop; Dessert Bar; AC; WiFi,5,True,True,True,2020-05-06,2200
REST000108,Restaurant_108,Mumbai,Mumbai_Locality_9,Cloud Kitchen,Multi-Cuisine; Continental,1.8,11:00,23:00,978,3.9,705,3.6,4767,3.75,345,Mid-Range,30,30,21,28,26.0,22.0,15,7,265,244,67654,65660,63679,62000,63.0,37.0,Swiggy Better,WiFi; Smoking Area; Parking; AC,4,False,False,False,2021-03-18,1884
REST000109,Restaurant_109,Mumbai,Mumbai_Locality_19,Casual Dining,Chinese; Continental,2.1,08:00,23:00,462,3.6,4400,4.1,2945,3.85,575,Mid-Range,30,30,23,30,18.0,22.0,9,11,172,196,81098,87906,78518,84966,53.0,47.0,Zomato Better,Private Room; Smoking Area; Parking; Outdoor Seating,4,True,True,False,2022-04-19,1487
REST000110,Restaurant_110,Mumbai,Mumbai_Locality_6,Food Truck,South Indian; Desserts,1.0,10:00,22:00,1686,4.2,1155,4.1,1004,4.15,174,Budget,30,30,35,30,18.0,19.0,12,18,124,121,17692,17053,15832,15238,49.0,51.0,Swiggy Better,Dine-in; Takeaway; Live Music,3,False,True,False,2025-04-04,406
REST000111,Restaurant_111,Mumbai,Mumbai_Locality_6,Fine Dine,South Indian; South Indian,13.9,12:00,23:00,1804,3.6,3505,4.0,1425,3.8,874,Premium,89,89,53,55,17.0,12.0,14,17,134,149,97206,114598,91243,107968,44.0,56.0,Zomato Better,WiFi; Family Friendly; AC; Alcohol; Private Room; Dine-in; Takeaway; Smoking Area,8,False,True,True,2021-08-02,1747
REST000112,Restaurant_112,Mumbai,Mumbai_Locality_18,Cafe,Thai,12.0,12:00,23:00,1596,3.3,2828,4.1,4643,3.7,1178,Premium,80,80,47,52,21.0,17.0,9,11,144,179,134009,175015,128249,167855,46.0,54.0,Zomato Better,Alcohol; Parking; Rooftop; Vegan Options; Live Music; Outdoor Seating,6,True,True,True,2018-12-03,2720
REST000113,Restaurant_113,Mumbai,Mumbai_Locality_8,QSR (Quick Service),Japanese; South Indian,8.8,10:00,23:00,3296,5.0,1433,3.5,1452,4.25,634,Mid-Range,64,64,35,37,22.0,17.0,31,14,326,228,161213,119978,150781,112682,59.0,41.0,Swiggy Better,Outdoor Seating; Vegan Options; Live Music; Family Friendly; Alcohol; WiFi; Smoking Area,7,False,True,True,2025-04-11,399
REST000114,Restaurant_114,Mumbai,Mumbai_Locality_17,Casual Dining,Vietnamese,7.4,11:00,22:00,1388,4.1,1463,3.7,2660,3.9,271,Budget,57,57,46,40,22.0,22.0,21,6,219,198,46292,41853,40050,36210,54.0,46.0,Swiggy Better,Bar; Dessert Bar; AC; Vegan Options; Takeaway,5,False,False,True,2022-09-02,1351
REST000115,Restaurant_115,Mumbai,Mumbai_Locality_11,Casual Dining,Mexican; Multi-Cuisine,3.0,12:00,23:00,2331,4.1,1446,4.5,3109,4.3,778,Premium,35,35,30,26,17.0,21.0,22,38,243,267,156914,164103,152662,159431,43.0,57.0,Zomato Better,Outdoor Seating; Vegan Options; Parking,3,True,True,True,2020-09-21,2062
REST000116,Restaurant_116,Mumbai,Mumbai_Locality_11,QSR (Quick Service),Chinese,2.9,12:00,23:00,393,3.7,2054,4.1,565,3.9,867,Premium,34,34,30,33,19.0,21.0,7,23,175,194,122897,132876,119922,129578,45.0,55.0,Zomato Better,Smoking Area; AC; Parking; Alcohol; Private Room; Takeaway,6,False,True,False,2024-06-18,696
REST000117,Restaurant_117,Mumbai,Mumbai_Locality_11,Fine Dine,South Indian,4.3,07:00,23:00,458,4.2,624,4.3,4491,4.25,340,Mid-Range,41,41,25,45,16.0,15.0,15,23,133,137,37984,39593,35258,36784,53.0,47.0,Zomato Better,Dine-in; Takeaway; Parking; Live Music,4,True,False,False,2018-06-21,2885
REST000118,Restaurant_118,Mumbai,Mumbai_Locality_4,Cafe,Seafood,1.2,11:00,23:00,2371,4.2,3512,4.3,727,4.25,753,Premium,30,30,30,21,18.0,18.0,19,12,200,205,123492,126579,120492,123504,55.0,45.0,Zomato Better,Private Room; Takeaway; WiFi; AC; Family Friendly; Dessert Bar,6,False,True,False,2019-02-02,2659
REST000119,Restaurant_119,Mumbai,Mumbai_Locality_6,Casual Dining,Pan-Asian; Pan-Asian,7.0,10:00,23:00,1108,3.9,4632,4.8,514,4.35,459,Mid-Range,55,55,39,31,19.0,20.0,14,27,202,248,75101,91065,69546,84245,41.0,59.0,Zomato Better,Dine-in; Private Room; AC; Alcohol; Rooftop; Bar; Family Friendly,7,True,False,True,2022-12-08,1254
REST000120,Restaurant_120,Mumbai,Mumbai_Locality_17,Cloud Kitchen,South Indian,12.1,11:00,22:00,2805,4.5,1426,4.5,1379,4.5,583,Mid-Range,80,80,50,46,28.0,25.0,40,24,373,373,156570,163094,141650,148174,63.0,37.0,Zomato Better,WiFi; Parking; Bar; Takeaway; Rooftop; AC; Alcohol,7,False,False,False,2016-09-06,3538
REST000121,Restaurant_121,Mumbai,Mumbai_Locality_20,Food Truck,Street Food; North Indian,9.0,10:00,22:00,3231,3.8,4826,4.1,4783,3.95,355,Mid-Range,65,65,48,40,19.0,20.0,10,23,131,141,37669,40044,33411,35461,47.0,53.0,Zomato Better,AC; Dessert Bar; Family Friendly; Vegan Options; Bar,5,False,True,False,2024-05-10,735
REST000122,Restaurant_122,Mumbai,Mumbai_Locality_13,Cloud Kitchen,Continental; Biryani,1.1,09:00,22:00,3630,4.4,2210,4.1,3061,4.25,191,Budget,30,30,22,34,27.0,27.0,13,17,395,368,55074,51310,49149,45790,61.0,39.0,Swiggy Better,WiFi; Bar; Family Friendly; Parking,4,False,False,True,2019-07-04,2507
REST000123,Restaurant_123,Mumbai,Mumbai_Locality_14,Casual Dining,Street Food,11.2,11:00,23:00,3140,4.2,1312,3.6,547,3.9,787,Premium,76,76,46,42,20.0,20.0,15,8,270,231,169992,145437,159732,136659,52.0,48.0,Swiggy Better,Private Room; Dine-in; Live Music; Smoking Area,4,False,True,True,2022-03-31,1506
REST000124,Restaurant_124,Mumbai,Mumbai_Locality_13,QSR (Quick Service),Pan-Asian; Thai,9.7,12:00,22:00,537,4.0,3664,4.5,1464,4.25,1121,Premium,68,68,40,41,22.0,21.0,12,29,193,217,168755,192173,162193,184795,48.0,52.0,Zomato Better,AC; Dine-in; Outdoor Seating,3,True,True,True,2019-01-11,2681
REST000125,Restaurant_125,Mumbai,Mumbai_Locality_14,Cafe,Bakery,7.9,12:00,22:00,3571,3.8,1428,4.0,4934,3.9,167,Budget,59,59,41,47,21.0,21.0,9,23,203,214,26781,28233,20793,21920,64.0,36.0,Zomato Better,Private Room; Parking; Family Friendly; WiFi; Live Music; Rooftop,6,False,False,True,2019-09-25,2424
REST000126,Restaurant_126,Mumbai,Mumbai_Locality_18,Fine Dine,Thai; Pan-Asian,9.9,09:00,23:00,2524,3.8,2764,3.6,2274,3.7,1461,Luxury,69,69,42,48,18.0,16.0,8,7,153,145,183297,177949,178018,172947,50.0,50.0,Swiggy Better,Rooftop; Live Music; Dine-in; Vegan Options; AC; Parking; Outdoor Seating,7,True,False,False,2022-12-22,1240
REST000127,Restaurant_127,Mumbai,Mumbai_Locality_2,Cloud Kitchen,Mediterranean,9.0,08:00,23:00,2373,4.0,4389,3.7,3907,3.85,884,Premium,65,65,33,42,27.0,23.0,13,12,318,294,205211,200119,194876,190564,72.0,28.0,Swiggy Better,Bar; WiFi; Smoking Area; Alcohol,4,True,False,True,2018-12-13,2710
REST000128,Restaurant_128,Mumbai,Mumbai_Locality_10,Casual Dining,Pan-Asian,6.6,09:00,23:00,1387,3.6,974,3.8,3864,3.7,259,Budget,53,53,42,33,17.0,22.0,13,6,192,203,41274,41010,36186,35630,54.0,46.0,Swiggy Better,AC; Alcohol; WiFi; Smoking Area; Dine-in; Outdoor Seating; Vegan Options; Live Music,8,False,False,False,2019-11-26,2362
REST000129,Restaurant_129,Mumbai,Mumbai_Locality_3,Casual Dining,Mughlai; Fast Food,7.6,08:00,23:00,2614,4.0,2250,4.0,1725,4.0,495,Mid-Range,58,58,37,38,22.0,18.0,23,23,244,244,94208,99039,87132,91963,52.0,48.0,Zomato Better,AC; Family Friendly; Smoking Area; Dine-in; Bar; Alcohol,6,True,False,False,2026-02-17,87
REST000130,Restaurant_130,Mumbai,Mumbai_Locality_1,Food Truck,Bakery,9.6,08:00,23:00,1049,3.9,4133,4.2,4832,4.05,776,Premium,68,68,48,52,19.0,21.0,14,20,107,115,67255,70499,63617,66589,51.0,49.0,Zomato Better,Smoking Area; Dessert Bar; Outdoor Seating; Parking; Family Friendly; Bar,6,True,True,False,2017-03-08,3355
REST000131,Restaurant_131,Mumbai,Mumbai_Locality_5,Fine Dine,Cafe,3.6,11:00,22:00,119,4.5,316,4.4,3083,4.45,1461,Luxury,38,38,31,38,18.0,16.0,10,11,137,134,164128,164450,161525,161904,41.0,59.0,Zomato Better,Takeaway; AC; Family Friendly; Private Room; Smoking Area; Alcohol; WiFi; Rooftop,8,True,True,True,2018-06-29,2877
REST000132,Restaurant_132,Mumbai,Mumbai_Locality_17,QSR (Quick Service),Mexican; Biryani,4.4,12:00,22:00,2510,3.3,4200,4.4,974,3.85,728,Premium,42,42,35,35,18.0,19.0,13,16,199,266,118795,156854,114616,151268,49.0,51.0,Zomato Better,Bar; AC; WiFi; Outdoor Seating; Dine-in,5,False,True,False,2018-07-28,2848
REST000133,Restaurant_133,Mumbai,Mumbai_Locality_3,QSR (Quick Service),Cafe,13.6,11:00,23:00,3451,4.1,4201,4.1,624,4.1,357,Mid-Range,88,88,58,48,23.0,19.0,11,13,271,271,74495,78365,62571,66441,54.0,46.0,Zomato Better,Private Room; Dine-in; WiFi; Parking,4,False,False,True,2018-01-02,3055
REST000134,Restaurant_134,Mumbai,Mumbai_Locality_5,Fine Dine,South Indian,10.1,09:00,23:00,728,4.8,2207,3.4,771,4.1,913,Premium,70,70,46,42,18.0,14.0,32,12,158,112,118288,87940,112758,84020,46.0,54.0,Swiggy Better,Dessert Bar; Rooftop; Outdoor Seating; Takeaway; Private Room; Dine-in,6,True,True,False,2021-08-15,1734
REST000135,Restaurant_135,Mumbai,Mumbai_Locality_20,Food Truck,Biryani,6.0,11:00,22:00,1498,4.5,1080,3.4,3967,3.95,1149,Premium,50,50,40,40,19.0,19.0,36,14,130,98,120989,91207,117739,88757,46.0,54.0,Swiggy Better,Vegan Options; Live Music; Dessert Bar; Parking; Alcohol; Rooftop; Takeaway; AC,8,True,False,False,2022-05-30,1446
REST000136,Restaurant_136,Mumbai,Mumbai_Locality_2,Casual Dining,Japanese; Vietnamese,0.7,11:00,23:00,672,4.5,623,3.4,4037,3.95,806,Premium,30,30,27,39,18.0,21.0,32,8,221,167,146063,106335,142748,103830,41.0,59.0,Swiggy Better,Family Friendly; Smoking Area; Rooftop,3,False,True,False,2016-09-06,3538
REST000137,Restaurant_137,Mumbai,Mumbai_Locality_16,Cloud Kitchen,Mughlai,11.3,07:00,23:00,102,3.6,11,4.3,754,3.95,1387,Luxury,76,76,54,45,25.0,26.0,12,20,219,261,227814,267885,219492,257967,73.0,27.0,Zomato Better,Private Room; Dine-in; Live Music; Family Friendly; Parking,5,False,False,False,2018-04-05,2962
REST000138,Restaurant_138,Mumbai,Mumbai_Locality_1,Fine Dine,Italian; Cafe,5.4,12:00,23:00,3429,3.6,880,3.9,385,3.75,486,Mid-Range,47,47,26,36,14.0,14.0,8,8,158,171,66037,71471,62324,67452,51.0,49.0,Zomato Better,Smoking Area; Private Room; AC,3,True,False,True,2017-01-15,3407
REST000139,Restaurant_139,Mumbai,Mumbai_Locality_14,Cafe,Mughlai,1.2,12:00,22:00,2623,4.1,4837,3.6,4140,3.85,425,Mid-Range,30,30,27,27,20.0,20.0,25,13,200,176,68000,59840,65000,57200,60.0,40.0,Swiggy Better,Bar; Vegan Options; Outdoor Seating; Smoking Area,4,True,True,False,2021-12-11,1616
REST000140,Restaurant_140,Mumbai,Mumbai_Locality_20,Food Truck,Mediterranean,13.8,08:00,23:00,3152,3.7,2419,4.2,3719,3.95,423,Mid-Range,89,89,56,57,20.0,22.0,13,20,127,144,42976,47511,37325,41103,63.0,37.0,Zomato Better,Bar; Alcohol; Dessert Bar; Live Music; Smoking Area; Rooftop; WiFi; Parking,8,True,True,False,2020-08-21,2093
REST000141,Restaurant_141,Mumbai,Mumbai_Locality_16,Cafe,Italian; Japanese,9.0,12:00,23:00,2762,3.6,4383,3.2,2352,3.4,1015,Premium,65,65,45,37,18.0,21.0,8,9,178,158,148149,126692,142364,121557,46.0,54.0,Swiggy Better,WiFi; Dessert Bar; Smoking Area; Outdoor Seating,4,True,False,True,2024-01-01,865
